,0
16190,"{'label': 'NEGATIVE', 'score': 0.9987912774085999}"
16191,"{'label': 'NEGATIVE', 'score': 0.9173399806022644}"
16192,"{'label': 'NEGATIVE', 'score': 0.9926475286483765}"
16193,"{'label': 'NEGATIVE', 'score': 0.9943234920501709}"
16194,"{'label': 'POSITIVE', 'score': 0.8828404545783997}"
16195,"{'label': 'NEGATIVE', 'score': 0.997643768787384}"
16196,"{'label': 'NEGATIVE', 'score': 0.5200825333595276}"
16197,"{'label': 'NEGATIVE', 'score': 0.9993976354598999}"
16198,"{'label': 'NEGATIVE', 'score': 0.9872341156005859}"
16199,"{'label': 'NEGATIVE', 'score': 0.9826578497886658}"
16200,"{'label': 'NEGATIVE', 'score': 0.9993470311164856}"
16201,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
16202,"{'label': 'NEGATIVE', 'score': 0.9953475594520569}"
16203,"{'label': 'POSITIVE', 'score': 0.9993520379066467}"
16204,"{'label': 'NEGATIVE', 'score': 0.9938655495643616}"
16205,"{'label': 'NEGATIVE', 'score': 0.9997171759605408}"
16206,"{'label': 'NEGATIVE', 'score': 0.9990420937538147}"
16207,"{'label': 'POSITIVE', 'score': 0.9963496923446655}"
16208,"{'label': 'NEGATIVE', 'score': 0.9940692186355591}"
16209,"{'label': 'NEGATIVE', 'score': 0.998979389667511}"
16210,"{'label': 'POSITIVE', 'score': 0.6222138404846191}"
16211,"{'label': 'NEGATIVE', 'score': 0.9984765648841858}"
16212,"{'label': 'NEGATIVE', 'score': 0.9875267148017883}"
16213,"{'label': 'NEGATIVE', 'score': 0.9993471503257751}"
16214,"{'label': 'NEGATIVE', 'score': 0.9803491830825806}"
16215,"{'label': 'NEGATIVE', 'score': 0.9997912049293518}"
16216,"{'label': 'NEGATIVE', 'score': 0.9709426760673523}"
16217,"{'label': 'POSITIVE', 'score': 0.7842983603477478}"
16218,"{'label': 'NEGATIVE', 'score': 0.9993159770965576}"
16219,"{'label': 'POSITIVE', 'score': 0.6268580555915833}"
16220,"{'label': 'NEGATIVE', 'score': 0.9992057681083679}"
16221,"{'label': 'NEGATIVE', 'score': 0.9664479494094849}"
16222,"{'label': 'NEGATIVE', 'score': 0.996009111404419}"
16223,"{'label': 'NEGATIVE', 'score': 0.9955189228057861}"
16224,"{'label': 'NEGATIVE', 'score': 0.9992732405662537}"
16225,"{'label': 'NEGATIVE', 'score': 0.655743420124054}"
16226,"{'label': 'NEGATIVE', 'score': 0.999186098575592}"
16227,"{'label': 'POSITIVE', 'score': 0.6268580555915833}"
16228,"{'label': 'NEGATIVE', 'score': 0.9990484118461609}"
16229,"{'label': 'NEGATIVE', 'score': 0.9970812201499939}"
16230,"{'label': 'NEGATIVE', 'score': 0.9949363470077515}"
16231,"{'label': 'POSITIVE', 'score': 0.7853978276252747}"
16232,"{'label': 'NEGATIVE', 'score': 0.9770216345787048}"
16233,"{'label': 'NEGATIVE', 'score': 0.9934353828430176}"
16234,"{'label': 'NEGATIVE', 'score': 0.9995393753051758}"
16235,"{'label': 'POSITIVE', 'score': 0.9966683983802795}"
16236,"{'label': 'NEGATIVE', 'score': 0.9962409734725952}"
16237,"{'label': 'NEGATIVE', 'score': 0.9972026348114014}"
16238,"{'label': 'NEGATIVE', 'score': 0.9948195815086365}"
16239,"{'label': 'POSITIVE', 'score': 0.972017228603363}"
16240,"{'label': 'NEGATIVE', 'score': 0.9953696131706238}"
16241,"{'label': 'POSITIVE', 'score': 0.9988358616828918}"
16242,"{'label': 'NEGATIVE', 'score': 0.9627843499183655}"
16243,"{'label': 'NEGATIVE', 'score': 0.9864219427108765}"
16244,"{'label': 'NEGATIVE', 'score': 0.9991488456726074}"
16245,"{'label': 'NEGATIVE', 'score': 0.993390679359436}"
16246,"{'label': 'NEGATIVE', 'score': 0.9990837574005127}"
16247,"{'label': 'NEGATIVE', 'score': 0.9983672499656677}"
16248,"{'label': 'NEGATIVE', 'score': 0.9863839745521545}"
16249,"{'label': 'NEGATIVE', 'score': 0.9987388253211975}"
16250,"{'label': 'POSITIVE', 'score': 0.999777615070343}"
16251,"{'label': 'NEGATIVE', 'score': 0.9974870681762695}"
16252,"{'label': 'NEGATIVE', 'score': 0.9815685153007507}"
16253,"{'label': 'POSITIVE', 'score': 0.999256432056427}"
16254,"{'label': 'POSITIVE', 'score': 0.8927647471427917}"
16255,"{'label': 'NEGATIVE', 'score': 0.9902532696723938}"
16256,"{'label': 'NEGATIVE', 'score': 0.9972413778305054}"
16257,"{'label': 'NEGATIVE', 'score': 0.9271975755691528}"
16258,"{'label': 'NEGATIVE', 'score': 0.9868186712265015}"
16259,"{'label': 'POSITIVE', 'score': 0.5317838191986084}"
16260,"{'label': 'NEGATIVE', 'score': 0.9946836829185486}"
16261,"{'label': 'POSITIVE', 'score': 0.8927647471427917}"
16262,"{'label': 'NEGATIVE', 'score': 0.9972001314163208}"
16263,"{'label': 'POSITIVE', 'score': 0.8080689907073975}"
16264,"{'label': 'POSITIVE', 'score': 0.9618897438049316}"
16265,"{'label': 'NEGATIVE', 'score': 0.9993246793746948}"
16266,"{'label': 'NEGATIVE', 'score': 0.9986280202865601}"
16267,"{'label': 'POSITIVE', 'score': 0.7537292838096619}"
16268,"{'label': 'NEGATIVE', 'score': 0.9975389242172241}"
16269,"{'label': 'NEGATIVE', 'score': 0.957232654094696}"
16270,"{'label': 'NEGATIVE', 'score': 0.9935802221298218}"
16271,"{'label': 'POSITIVE', 'score': 0.7314803600311279}"
16272,"{'label': 'POSITIVE', 'score': 0.9228073954582214}"
16273,"{'label': 'NEGATIVE', 'score': 0.9953495860099792}"
16274,"{'label': 'POSITIVE', 'score': 0.9960765242576599}"
16275,"{'label': 'NEGATIVE', 'score': 0.9947552680969238}"
16276,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
16277,"{'label': 'NEGATIVE', 'score': 0.9980514049530029}"
16278,"{'label': 'NEGATIVE', 'score': 0.9976334571838379}"
16279,"{'label': 'NEGATIVE', 'score': 0.9956710338592529}"
16280,"{'label': 'NEGATIVE', 'score': 0.9978170394897461}"
16281,"{'label': 'POSITIVE', 'score': 0.9925496578216553}"
16282,"{'label': 'POSITIVE', 'score': 0.7928045392036438}"
16283,"{'label': 'POSITIVE', 'score': 0.9748466610908508}"
16284,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
16285,"{'label': 'NEGATIVE', 'score': 0.9989894032478333}"
16286,"{'label': 'NEGATIVE', 'score': 0.9754990339279175}"
16287,"{'label': 'POSITIVE', 'score': 0.9642841815948486}"
16288,"{'label': 'NEGATIVE', 'score': 0.9993244409561157}"
16289,"{'label': 'NEGATIVE', 'score': 0.9962339997291565}"
16290,"{'label': 'NEGATIVE', 'score': 0.9539673328399658}"
16291,"{'label': 'NEGATIVE', 'score': 0.9983028173446655}"
16292,"{'label': 'POSITIVE', 'score': 0.9294437170028687}"
16293,"{'label': 'NEGATIVE', 'score': 0.9988014698028564}"
16294,"{'label': 'POSITIVE', 'score': 0.9990023970603943}"
16295,"{'label': 'POSITIVE', 'score': 0.9993388056755066}"
16296,"{'label': 'POSITIVE', 'score': 0.999742329120636}"
16297,"{'label': 'NEGATIVE', 'score': 0.9983447790145874}"
16298,"{'label': 'NEGATIVE', 'score': 0.9884677529335022}"
16299,"{'label': 'POSITIVE', 'score': 0.9574010372161865}"
16300,"{'label': 'POSITIVE', 'score': 0.8235206604003906}"
16301,"{'label': 'NEGATIVE', 'score': 0.9991350769996643}"
16302,"{'label': 'NEGATIVE', 'score': 0.9983468055725098}"
16303,"{'label': 'POSITIVE', 'score': 0.9997313618659973}"
16304,"{'label': 'NEGATIVE', 'score': 0.9907068610191345}"
16305,"{'label': 'NEGATIVE', 'score': 0.7454774975776672}"
16306,"{'label': 'NEGATIVE', 'score': 0.9989402890205383}"
16307,"{'label': 'NEGATIVE', 'score': 0.9878589510917664}"
16308,"{'label': 'POSITIVE', 'score': 0.5809822082519531}"
16309,"{'label': 'NEGATIVE', 'score': 0.974963903427124}"
16310,"{'label': 'NEGATIVE', 'score': 0.9933941960334778}"
16311,"{'label': 'NEGATIVE', 'score': 0.9909323453903198}"
16312,"{'label': 'NEGATIVE', 'score': 0.9986671209335327}"
16313,"{'label': 'NEGATIVE', 'score': 0.9688683152198792}"
16314,"{'label': 'NEGATIVE', 'score': 0.986283540725708}"
16315,"{'label': 'NEGATIVE', 'score': 0.9925476908683777}"
16316,"{'label': 'NEGATIVE', 'score': 0.997136116027832}"
16317,"{'label': 'NEGATIVE', 'score': 0.9797448515892029}"
16318,"{'label': 'NEGATIVE', 'score': 0.9987075328826904}"
16319,"{'label': 'NEGATIVE', 'score': 0.9774354100227356}"
16320,"{'label': 'NEGATIVE', 'score': 0.9945780038833618}"
16321,"{'label': 'NEGATIVE', 'score': 0.998491644859314}"
16322,"{'label': 'NEGATIVE', 'score': 0.9983701109886169}"
16323,"{'label': 'NEGATIVE', 'score': 0.9991187453269958}"
16324,"{'label': 'NEGATIVE', 'score': 0.998816728591919}"
16325,"{'label': 'NEGATIVE', 'score': 0.9925476908683777}"
16326,"{'label': 'POSITIVE', 'score': 0.9662907719612122}"
16327,"{'label': 'POSITIVE', 'score': 0.9843913316726685}"
16328,"{'label': 'NEGATIVE', 'score': 0.9944146871566772}"
16329,"{'label': 'NEGATIVE', 'score': 0.9989350438117981}"
16330,"{'label': 'NEGATIVE', 'score': 0.9582903385162354}"
16331,"{'label': 'NEGATIVE', 'score': 0.9883684515953064}"
16332,"{'label': 'NEGATIVE', 'score': 0.9934660792350769}"
16333,"{'label': 'NEGATIVE', 'score': 0.9913613200187683}"
16334,"{'label': 'NEGATIVE', 'score': 0.999620795249939}"
16335,"{'label': 'NEGATIVE', 'score': 0.9676255583763123}"
16336,"{'label': 'NEGATIVE', 'score': 0.9929502010345459}"
16337,"{'label': 'NEGATIVE', 'score': 0.9879262447357178}"
16338,"{'label': 'NEGATIVE', 'score': 0.9775707721710205}"
16339,"{'label': 'NEGATIVE', 'score': 0.9884725213050842}"
16340,"{'label': 'NEGATIVE', 'score': 0.9992509484291077}"
16341,"{'label': 'NEGATIVE', 'score': 0.8948552012443542}"
16342,"{'label': 'NEGATIVE', 'score': 0.7747822999954224}"
16343,"{'label': 'NEGATIVE', 'score': 0.9992266893386841}"
16344,"{'label': 'NEGATIVE', 'score': 0.9749269485473633}"
16345,"{'label': 'NEGATIVE', 'score': 0.9926763772964478}"
16346,"{'label': 'NEGATIVE', 'score': 0.9997550845146179}"
16347,"{'label': 'NEGATIVE', 'score': 0.9963244795799255}"
16348,"{'label': 'NEGATIVE', 'score': 0.9893804788589478}"
16349,"{'label': 'NEGATIVE', 'score': 0.8144553899765015}"
16350,"{'label': 'NEGATIVE', 'score': 0.9887394905090332}"
16351,"{'label': 'NEGATIVE', 'score': 0.9984109401702881}"
16352,"{'label': 'NEGATIVE', 'score': 0.9480232000350952}"
16353,"{'label': 'NEGATIVE', 'score': 0.9919529557228088}"
16354,"{'label': 'NEGATIVE', 'score': 0.9953842759132385}"
16355,"{'label': 'NEGATIVE', 'score': 0.995225191116333}"
16356,"{'label': 'NEGATIVE', 'score': 0.9988492727279663}"
16357,"{'label': 'POSITIVE', 'score': 0.996185839176178}"
16358,"{'label': 'NEGATIVE', 'score': 0.9969394207000732}"
16359,"{'label': 'NEGATIVE', 'score': 0.9944181442260742}"
16360,"{'label': 'NEGATIVE', 'score': 0.9977582693099976}"
16361,"{'label': 'NEGATIVE', 'score': 0.999038815498352}"
16362,"{'label': 'POSITIVE', 'score': 0.9998759031295776}"
16363,"{'label': 'NEGATIVE', 'score': 0.994576096534729}"
16364,"{'label': 'NEGATIVE', 'score': 0.9991809725761414}"
16365,"{'label': 'NEGATIVE', 'score': 0.9788609147071838}"
16366,"{'label': 'NEGATIVE', 'score': 0.9951490759849548}"
16367,"{'label': 'NEGATIVE', 'score': 0.9995809197425842}"
16368,"{'label': 'NEGATIVE', 'score': 0.9971128702163696}"
16369,"{'label': 'NEGATIVE', 'score': 0.9962767958641052}"
16370,"{'label': 'NEGATIVE', 'score': 0.9478041529655457}"
16371,"{'label': 'NEGATIVE', 'score': 0.9760328531265259}"
16372,"{'label': 'POSITIVE', 'score': 0.9975069165229797}"
16373,"{'label': 'NEGATIVE', 'score': 0.9990236759185791}"
16374,"{'label': 'NEGATIVE', 'score': 0.9883418679237366}"
16375,"{'label': 'POSITIVE', 'score': 0.7457329034805298}"
16376,"{'label': 'NEGATIVE', 'score': 0.9788782596588135}"
16377,"{'label': 'POSITIVE', 'score': 0.5110286474227905}"
16378,"{'label': 'POSITIVE', 'score': 0.9718419313430786}"
16379,"{'label': 'NEGATIVE', 'score': 0.997929573059082}"
16380,"{'label': 'POSITIVE', 'score': 0.8048310875892639}"
16381,"{'label': 'NEGATIVE', 'score': 0.9989286065101624}"
16382,"{'label': 'NEGATIVE', 'score': 0.9970120191574097}"
16383,"{'label': 'NEGATIVE', 'score': 0.9967451095581055}"
16384,"{'label': 'NEGATIVE', 'score': 0.959749698638916}"
16385,"{'label': 'NEGATIVE', 'score': 0.9921649694442749}"
16386,"{'label': 'NEGATIVE', 'score': 0.9996774196624756}"
16387,"{'label': 'NEGATIVE', 'score': 0.989158034324646}"
16388,"{'label': 'POSITIVE', 'score': 0.9995654225349426}"
16389,"{'label': 'POSITIVE', 'score': 0.938279926776886}"
16390,"{'label': 'NEGATIVE', 'score': 0.9989593029022217}"
16391,"{'label': 'NEGATIVE', 'score': 0.9986421465873718}"
16392,"{'label': 'NEGATIVE', 'score': 0.9974791407585144}"
16393,"{'label': 'NEGATIVE', 'score': 0.9313426613807678}"
16394,"{'label': 'NEGATIVE', 'score': 0.9990342855453491}"
16395,"{'label': 'NEGATIVE', 'score': 0.9922297596931458}"
16396,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
16397,"{'label': 'NEGATIVE', 'score': 0.9968153834342957}"
16398,"{'label': 'NEGATIVE', 'score': 0.9970698356628418}"
16399,"{'label': 'POSITIVE', 'score': 0.9836779832839966}"
16400,"{'label': 'NEGATIVE', 'score': 0.9985435009002686}"
16401,"{'label': 'NEGATIVE', 'score': 0.9951332211494446}"
16402,"{'label': 'NEGATIVE', 'score': 0.9995346069335938}"
16403,"{'label': 'POSITIVE', 'score': 0.9953580498695374}"
16404,"{'label': 'NEGATIVE', 'score': 0.9930196404457092}"
16405,"{'label': 'NEGATIVE', 'score': 0.9842355251312256}"
16406,"{'label': 'POSITIVE', 'score': 0.9662737250328064}"
16407,"{'label': 'POSITIVE', 'score': 0.9998648166656494}"
16408,"{'label': 'NEGATIVE', 'score': 0.9931723475456238}"
16409,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
16410,"{'label': 'NEGATIVE', 'score': 0.9855518341064453}"
16411,"{'label': 'NEGATIVE', 'score': 0.9990099668502808}"
16412,"{'label': 'NEGATIVE', 'score': 0.9993410706520081}"
16413,"{'label': 'NEGATIVE', 'score': 0.9550138711929321}"
16414,"{'label': 'NEGATIVE', 'score': 0.9907848834991455}"
16415,"{'label': 'POSITIVE', 'score': 0.9925083518028259}"
16416,"{'label': 'NEGATIVE', 'score': 0.9954301118850708}"
16417,"{'label': 'NEGATIVE', 'score': 0.8895264267921448}"
16418,"{'label': 'NEGATIVE', 'score': 0.9883180260658264}"
16419,"{'label': 'POSITIVE', 'score': 0.9642841815948486}"
16420,"{'label': 'NEGATIVE', 'score': 0.5161287784576416}"
16421,"{'label': 'NEGATIVE', 'score': 0.9975928664207458}"
16422,"{'label': 'NEGATIVE', 'score': 0.9973141551017761}"
16423,"{'label': 'NEGATIVE', 'score': 0.9990191459655762}"
16424,"{'label': 'NEGATIVE', 'score': 0.99174565076828}"
16425,"{'label': 'NEGATIVE', 'score': 0.9493131041526794}"
16426,"{'label': 'NEGATIVE', 'score': 0.9993820190429688}"
16427,"{'label': 'NEGATIVE', 'score': 0.9379191398620605}"
16428,"{'label': 'POSITIVE', 'score': 0.9990941286087036}"
16429,"{'label': 'NEGATIVE', 'score': 0.9979234933853149}"
16430,"{'label': 'NEGATIVE', 'score': 0.8931629657745361}"
16431,"{'label': 'POSITIVE', 'score': 0.9137264490127563}"
16432,"{'label': 'NEGATIVE', 'score': 0.9980090260505676}"
16433,"{'label': 'NEGATIVE', 'score': 0.9904463291168213}"
16434,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
16435,"{'label': 'NEGATIVE', 'score': 0.9995500445365906}"
16436,"{'label': 'NEGATIVE', 'score': 0.9888874888420105}"
16437,"{'label': 'NEGATIVE', 'score': 0.9851751923561096}"
16438,"{'label': 'NEGATIVE', 'score': 0.9836783409118652}"
16439,"{'label': 'NEGATIVE', 'score': 0.9984183311462402}"
16440,"{'label': 'NEGATIVE', 'score': 0.982981264591217}"
16441,"{'label': 'NEGATIVE', 'score': 0.9956616759300232}"
16442,"{'label': 'POSITIVE', 'score': 0.9998739957809448}"
16443,"{'label': 'NEGATIVE', 'score': 0.9935659766197205}"
16444,"{'label': 'POSITIVE', 'score': 0.9642841815948486}"
16445,"{'label': 'NEGATIVE', 'score': 0.9134150147438049}"
16446,"{'label': 'NEGATIVE', 'score': 0.9951359629631042}"
16447,"{'label': 'POSITIVE', 'score': 0.9863998889923096}"
16448,"{'label': 'NEGATIVE', 'score': 0.9982006549835205}"
16449,"{'label': 'NEGATIVE', 'score': 0.8903111815452576}"
16450,"{'label': 'NEGATIVE', 'score': 0.9994943141937256}"
16451,"{'label': 'NEGATIVE', 'score': 0.9978122711181641}"
16452,"{'label': 'NEGATIVE', 'score': 0.9989155530929565}"
16453,"{'label': 'NEGATIVE', 'score': 0.8102201819419861}"
16454,"{'label': 'POSITIVE', 'score': 0.9997313618659973}"
16455,"{'label': 'POSITIVE', 'score': 0.9977546334266663}"
16456,"{'label': 'NEGATIVE', 'score': 0.9991784691810608}"
16457,"{'label': 'POSITIVE', 'score': 0.9998588562011719}"
16458,"{'label': 'POSITIVE', 'score': 0.9998424053192139}"
16459,"{'label': 'NEGATIVE', 'score': 0.9729735255241394}"
16460,"{'label': 'NEGATIVE', 'score': 0.9994649291038513}"
16461,"{'label': 'NEGATIVE', 'score': 0.995229959487915}"
16462,"{'label': 'NEGATIVE', 'score': 0.9880480766296387}"
16463,"{'label': 'NEGATIVE', 'score': 0.9986904263496399}"
16464,"{'label': 'POSITIVE', 'score': 0.999824583530426}"
16465,"{'label': 'POSITIVE', 'score': 0.9989983439445496}"
16466,"{'label': 'NEGATIVE', 'score': 0.997936487197876}"
16467,"{'label': 'NEGATIVE', 'score': 0.9989700317382812}"
16468,"{'label': 'POSITIVE', 'score': 0.9970788955688477}"
16469,"{'label': 'NEGATIVE', 'score': 0.9918479919433594}"
16470,"{'label': 'NEGATIVE', 'score': 0.9752386808395386}"
16471,"{'label': 'NEGATIVE', 'score': 0.9996606111526489}"
16472,"{'label': 'NEGATIVE', 'score': 0.9417937994003296}"
16473,"{'label': 'NEGATIVE', 'score': 0.9808567762374878}"
16474,"{'label': 'NEGATIVE', 'score': 0.9977154731750488}"
16475,"{'label': 'NEGATIVE', 'score': 0.9841291904449463}"
16476,"{'label': 'POSITIVE', 'score': 0.999256432056427}"
16477,"{'label': 'NEGATIVE', 'score': 0.9450972676277161}"
16478,"{'label': 'NEGATIVE', 'score': 0.9995430707931519}"
16479,"{'label': 'NEGATIVE', 'score': 0.9161715507507324}"
16480,"{'label': 'POSITIVE', 'score': 0.9978920817375183}"
16481,"{'label': 'NEGATIVE', 'score': 0.9949677586555481}"
16482,"{'label': 'POSITIVE', 'score': 0.97002112865448}"
16483,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
16484,"{'label': 'NEGATIVE', 'score': 0.9965367317199707}"
16485,"{'label': 'POSITIVE', 'score': 0.9637734293937683}"
16486,"{'label': 'NEGATIVE', 'score': 0.9982043504714966}"
16487,"{'label': 'NEGATIVE', 'score': 0.977173924446106}"
16488,"{'label': 'NEGATIVE', 'score': 0.9956374764442444}"
16489,"{'label': 'NEGATIVE', 'score': 0.9970768690109253}"
16490,"{'label': 'POSITIVE', 'score': 0.9686949849128723}"
16491,"{'label': 'NEGATIVE', 'score': 0.9937931299209595}"
16492,"{'label': 'NEGATIVE', 'score': 0.9954356551170349}"
16493,"{'label': 'POSITIVE', 'score': 0.5913326144218445}"
16494,"{'label': 'NEGATIVE', 'score': 0.9388671517372131}"
16495,"{'label': 'NEGATIVE', 'score': 0.9942652583122253}"
16496,"{'label': 'NEGATIVE', 'score': 0.9992142915725708}"
16497,"{'label': 'POSITIVE', 'score': 0.9988943934440613}"
16498,"{'label': 'NEGATIVE', 'score': 0.9975810050964355}"
16499,"{'label': 'POSITIVE', 'score': 0.9906573295593262}"
16500,"{'label': 'NEGATIVE', 'score': 0.9931324124336243}"
16501,"{'label': 'NEGATIVE', 'score': 0.9906761646270752}"
16502,"{'label': 'NEGATIVE', 'score': 0.9816203117370605}"
16503,"{'label': 'NEGATIVE', 'score': 0.9971556663513184}"
16504,"{'label': 'POSITIVE', 'score': 0.993029773235321}"
16505,"{'label': 'NEGATIVE', 'score': 0.9895414710044861}"
16506,"{'label': 'NEGATIVE', 'score': 0.9976961016654968}"
16507,"{'label': 'NEGATIVE', 'score': 0.9986899495124817}"
16508,"{'label': 'NEGATIVE', 'score': 0.9969539642333984}"
16509,"{'label': 'NEGATIVE', 'score': 0.993776798248291}"
16510,"{'label': 'NEGATIVE', 'score': 0.9976961016654968}"
16511,"{'label': 'NEGATIVE', 'score': 0.9950664043426514}"
16512,"{'label': 'NEGATIVE', 'score': 0.9933397173881531}"
16513,"{'label': 'NEGATIVE', 'score': 0.9933590292930603}"
16514,"{'label': 'POSITIVE', 'score': 0.9997699856758118}"
16515,"{'label': 'POSITIVE', 'score': 0.8987562656402588}"
16516,"{'label': 'POSITIVE', 'score': 0.9642841815948486}"
16517,"{'label': 'NEGATIVE', 'score': 0.9022847414016724}"
16518,"{'label': 'NEGATIVE', 'score': 0.9604041576385498}"
16519,"{'label': 'NEGATIVE', 'score': 0.9850050210952759}"
16520,"{'label': 'NEGATIVE', 'score': 0.992727518081665}"
16521,"{'label': 'NEGATIVE', 'score': 0.9993588328361511}"
16522,"{'label': 'NEGATIVE', 'score': 0.9997441172599792}"
16523,"{'label': 'NEGATIVE', 'score': 0.914911150932312}"
16524,"{'label': 'NEGATIVE', 'score': 0.9878396391868591}"
16525,"{'label': 'NEGATIVE', 'score': 0.9913727045059204}"
16526,"{'label': 'POSITIVE', 'score': 0.9874618649482727}"
16527,"{'label': 'POSITIVE', 'score': 0.9993155002593994}"
16528,"{'label': 'POSITIVE', 'score': 0.970657229423523}"
16529,"{'label': 'NEGATIVE', 'score': 0.9981058835983276}"
16530,"{'label': 'POSITIVE', 'score': 0.9991962313652039}"
16531,"{'label': 'NEGATIVE', 'score': 0.9921717643737793}"
16532,"{'label': 'POSITIVE', 'score': 0.9960246086120605}"
16533,"{'label': 'POSITIVE', 'score': 0.9906118512153625}"
16534,"{'label': 'NEGATIVE', 'score': 0.9958779811859131}"
16535,"{'label': 'NEGATIVE', 'score': 0.9847731590270996}"
16536,"{'label': 'NEGATIVE', 'score': 0.9937397241592407}"
16537,"{'label': 'NEGATIVE', 'score': 0.9540886878967285}"
16538,"{'label': 'NEGATIVE', 'score': 0.9900122880935669}"
16539,"{'label': 'POSITIVE', 'score': 0.9989216327667236}"
16540,"{'label': 'NEGATIVE', 'score': 0.9900094866752625}"
16541,"{'label': 'NEGATIVE', 'score': 0.7440562844276428}"
16542,"{'label': 'NEGATIVE', 'score': 0.6807509064674377}"
16543,"{'label': 'NEGATIVE', 'score': 0.9975345134735107}"
16544,"{'label': 'NEGATIVE', 'score': 0.9965157508850098}"
16545,"{'label': 'NEGATIVE', 'score': 0.9753590822219849}"
16546,"{'label': 'NEGATIVE', 'score': 0.9793659448623657}"
16547,"{'label': 'NEGATIVE', 'score': 0.992727518081665}"
16548,"{'label': 'NEGATIVE', 'score': 0.993546187877655}"
16549,"{'label': 'POSITIVE', 'score': 0.998134434223175}"
16550,"{'label': 'POSITIVE', 'score': 0.7679517269134521}"
16551,"{'label': 'NEGATIVE', 'score': 0.999342143535614}"
16552,"{'label': 'POSITIVE', 'score': 0.9905517101287842}"
16553,"{'label': 'NEGATIVE', 'score': 0.97431880235672}"
16554,"{'label': 'NEGATIVE', 'score': 0.9803354740142822}"
16555,"{'label': 'POSITIVE', 'score': 0.9822966456413269}"
16556,"{'label': 'POSITIVE', 'score': 0.9796893000602722}"
16557,"{'label': 'NEGATIVE', 'score': 0.9927926063537598}"
16558,"{'label': 'NEGATIVE', 'score': 0.9990240335464478}"
16559,"{'label': 'POSITIVE', 'score': 0.9954473376274109}"
16560,"{'label': 'POSITIVE', 'score': 0.9983684420585632}"
16561,"{'label': 'NEGATIVE', 'score': 0.998389720916748}"
16562,"{'label': 'NEGATIVE', 'score': 0.959417462348938}"
16563,"{'label': 'NEGATIVE', 'score': 0.9919611811637878}"
16564,"{'label': 'POSITIVE', 'score': 0.9786764979362488}"
16565,"{'label': 'NEGATIVE', 'score': 0.9892112016677856}"
16566,"{'label': 'POSITIVE', 'score': 0.9391100406646729}"
16567,"{'label': 'NEGATIVE', 'score': 0.9981219172477722}"
16568,"{'label': 'NEGATIVE', 'score': 0.9965376853942871}"
16569,"{'label': 'POSITIVE', 'score': 0.9071370363235474}"
16570,"{'label': 'NEGATIVE', 'score': 0.9971120357513428}"
16571,"{'label': 'NEGATIVE', 'score': 0.9658488631248474}"
16572,"{'label': 'NEGATIVE', 'score': 0.9404928088188171}"
16573,"{'label': 'NEGATIVE', 'score': 0.9973784685134888}"
16574,"{'label': 'NEGATIVE', 'score': 0.9639819860458374}"
16575,"{'label': 'NEGATIVE', 'score': 0.9983935952186584}"
16576,"{'label': 'POSITIVE', 'score': 0.917814314365387}"
16577,"{'label': 'NEGATIVE', 'score': 0.9992901086807251}"
16578,"{'label': 'NEGATIVE', 'score': 0.9959903359413147}"
16579,"{'label': 'NEGATIVE', 'score': 0.9973641037940979}"
16580,"{'label': 'NEGATIVE', 'score': 0.9939091205596924}"
16581,"{'label': 'NEGATIVE', 'score': 0.9959775805473328}"
16582,"{'label': 'NEGATIVE', 'score': 0.9977350234985352}"
16583,"{'label': 'NEGATIVE', 'score': 0.999420166015625}"
16584,"{'label': 'POSITIVE', 'score': 0.9998601675033569}"
16585,"{'label': 'NEGATIVE', 'score': 0.9909940361976624}"
16586,"{'label': 'NEGATIVE', 'score': 0.9371384978294373}"
16587,"{'label': 'NEGATIVE', 'score': 0.9959838390350342}"
16588,"{'label': 'NEGATIVE', 'score': 0.9836110472679138}"
16589,"{'label': 'NEGATIVE', 'score': 0.9793769121170044}"
16590,"{'label': 'NEGATIVE', 'score': 0.9961720108985901}"
16591,"{'label': 'NEGATIVE', 'score': 0.9976692795753479}"
16592,"{'label': 'NEGATIVE', 'score': 0.9996874332427979}"
16593,"{'label': 'NEGATIVE', 'score': 0.9963558912277222}"
16594,"{'label': 'NEGATIVE', 'score': 0.9989225268363953}"
16595,"{'label': 'POSITIVE', 'score': 0.9789426922798157}"
16596,"{'label': 'NEGATIVE', 'score': 0.9979596138000488}"
16597,"{'label': 'NEGATIVE', 'score': 0.9968217611312866}"
16598,"{'label': 'POSITIVE', 'score': 0.5211082100868225}"
16599,"{'label': 'NEGATIVE', 'score': 0.9590103030204773}"
16600,"{'label': 'NEGATIVE', 'score': 0.9698493480682373}"
16601,"{'label': 'NEGATIVE', 'score': 0.980749785900116}"
16602,"{'label': 'NEGATIVE', 'score': 0.9991348385810852}"
16603,"{'label': 'NEGATIVE', 'score': 0.9994990825653076}"
16604,"{'label': 'NEGATIVE', 'score': 0.5456041693687439}"
16605,"{'label': 'NEGATIVE', 'score': 0.9977769255638123}"
